FULL1_NAME,County
"Floyd County, Kentucky",2015
"Floyd County, Texas",2911
"Floyd County, Virginia",994
"Fluvanna County, Virginia",838
"Foard County, Texas",3066
"Fond du Lac County, Wisconsin",365
"Ford County, Illinois",1939
"Ford County, Kansas",2025
"Forest County, Pennsylvania",2410
"Forest County, Wisconsin",1970
"Forrest County, Mississippi",1424
"Forsyth County, Georgia",1272
"Forsyth County, North Carolina",134
"Fort Bend County, Texas",1186
"Foster County, North Dakota",2992
"Fountain County, Indiana",2265
"Franklin City County, Virginia",1094
"Franklin County, Alabama",783
"Franklin County, Arkansas",2259
"Franklin County, Florida",1957
"Franklin County, Georgia",1834
"Franklin County, Iowa",1066
"Franklin County, Idaho",2320
"Franklin County, Illinois",1617
"Franklin County, Indiana",874
"Franklin County, Kansas",1782
"Franklin County, Kentucky",1535
"Franklin County, Louisiana",2696
"Franklin County, Massachusetts",469
"Franklin County, Maine",790
"Franklin County, Missouri",369
"Franklin County, Mississippi",2886
"Franklin County, North Carolina",524
"Franklin County, Nebraska",2632
"Franklin County, New York",579
"Franklin County, Ohio",24
"Franklin County, Pennsylvania",279
"Franklin County, Tennessee",1604
"Franklin County, Texas",1962
"Franklin County, Virginia",549
"Franklin County, Vermont",611
"Franklin County, Washington",441
"Frederick County, Maryland",186
"Frederick County, Virginia",439
"Fredericksburg City County, Virginia",860
"Freeborn County, Minnesota",1721
"Freestone County, Texas",1867
"Fremont County, Colorado",620
"Fremont County, Iowa",1104
"Fremont County, Idaho",1947
"Fremont County, Wyoming",1612
"Fresno County, California",34
"Frio County, Texas",2667
"Frontier County, Nebraska",2808
"Fulton County, Arkansas",2330
"Fulton County, Georgia",1168
"Fulton County, Illinois",1643
"Fulton County, Indiana",1993
"Fulton County, Kentucky",2549
"Fulton County, New York",552
"Fulton County, Ohio",663
"Fulton County, Pennsylvania",2290
"Furnas County, Nebraska",2626
"Gadsden County, Florida",1554
"Gage County, Nebraska",888
"Gaines County, Texas",2082
"Galax City County, Virginia",2421
"Gallatin County, Illinois",2658
"Gallatin County, Kentucky",2602
"Gallatin County, Montana",1382
"Gallia County, Ohio",788
"Galveston County, Texas",1222
"Garden County, Nebraska",2815
"Garfield County, Colorado",548
"Garfield County, Montana",3070
"Garfield County, Nebraska",2816
"Garfield County, Oklahoma",526
"Garfield County, Utah",2439
"Garfield County, Washington",1152
"Garland County, Arkansas",387
"Garrard County, Kentucky",1904
"Garrett County, Maryland",791
"Garvin County, Oklahoma",818
"Garza County, Texas",2910
"Gasconade County, Missouri",1929
"Gaston County, North Carolina",203
"Gates County, North Carolina",1042
"Geary County, Kansas",1679
"Geauga County, Ohio",394
"Gem County, Idaho",1908
"Genesee County, Michigan",1198
"Genesee County, New York",529
"Geneva County, Alabama",826
"George County, Mississippi",2061
"Georgetown County, South Carolina",528
"Gibson County, Indiana",1687
"Gibson County, Tennessee",1531
"Gila County, Arizona",565
"Gilchrist County, Florida",2087
"Giles County, Tennessee",1734
"Giles County, Virginia",1899
"Gillespie County, Texas",1803
"Gilliam County, Oregon",2820
"Gilmer County, Georgia",1751
"Gilmer County, West Virginia",2601
"Gilpin County, Colorado",1133
"Glacier County, Montana",2856
"Glades County, Florida",2318
"Gladwin County, Michigan",1790
"Glascock County, Georgia",2804
"Glasscock County, Texas",3069
"Glenn County, California",814
"Gloucester County, New Jersey",156
"Gloucester County, Virginia",728
"Glynn County, Georgia",1407
"Gogebic County, Michigan",2275
"Golden Valley County, Montana",3077
"Golden Valley County, North Dakota",3059
"Goliad County, Texas",2687
"Gonzales County, Texas",2841
"Goochland County, Virginia",896
"Goodhue County, Minnesota",626
"Gooding County, Idaho",1925
"Gordon County, Georgia",1502
"Goshen County, Wyoming",2112
"Gosper County, Nebraska",2634
"Gove County, Kansas",3021
"Grady County, Georgia",2049
"Grady County, Oklahoma",572
"Grafton County, New Hampshire",1385
"Graham County, Arizona",720
"Graham County, Kansas",3023
"Graham County, North Carolina",1090
"Grainger County, Tennessee",880
"Grand Forks County, North Dakota",1455
"Grand Isle County, Vermont",1114
"Grand Traverse County, Michigan",1388
"Grand County, Colorado",1002
"Grand County, Utah",2373
"Granite County, Montana",3004
"Grant County, Arkansas",2263
"Grant County, Indiana",1440
"Grant County, Kansas",2408
"Grant County, Kentucky",1808
"Grant County, Louisiana",2490
"Grant County, Minnesota",2551
"Grant County, North Dakota",3033
"Grant County, Nebraska",2835
"Grant County, New Mexico",1733
"Grant County, Oklahoma",1137
"Grant County, Oregon",1103
"Grant County, South Dakota",2547
"Grant County, Washington",406
"Grant County, Wisconsin",584
"Grant County, West Virginia",2122
"Granville County, North Carolina",530
"Gratiot County, Michigan",1589
"Graves County, Kentucky",2017
"Gray County, Kansas",2921
"Gray County, Texas",2062
"Grays Harbor County, Washington",465
"Grayson County, Kentucky",1788
"Grayson County, Texas",1331
"Grayson County, Virginia",988
"Greeley County, Kansas",3068
"Greeley County, Nebraska",2809
"Green Lake County, Wisconsin",933
"Green County, Kentucky",2340
"Green County, Wisconsin",1644
"Greenbrier County, West Virginia",1665
"Greene County, Alabama",2752
"Greene County, Arkansas",671
"Greene County, Georgia",1919
"Greene County, Iowa",1083
"Greene County, Illinois",2522
"Greene County, Indiana",1986
"Greene County, Missouri",1227
"Greene County, Mississippi",2671
"Greene County, North Carolina",2234
"Greene County, New York",601
"Greene County, Ohio",254
"Greene County, Pennsylvania",2468
"Greene County, Tennessee",1447
"Greene County, Virginia",1883
"Greenlee County, Arizona",1096
"Greensville County, Virginia",1041
"Greenup County, Kentucky",725
"Greenville County, South Carolina",104
"Greenwood County, Kansas",2426
"Greenwood County, South Carolina",474
"Greer County, Oklahoma",1123
"Gregg County, Texas",1328
"Grenada County, Mississippi",2063
"Griggs County, North Dakota",3032
"Grimes County, Texas",1770
"Grundy County, Iowa",1037
"Grundy County, Illinois",1527
"Grundy County, Missouri",2354
"Grundy County, Tennessee",2305
"Guadalupe County, New Mexico",2951
"Guadalupe County, Texas",1320
"Guaynabo County, Puerto Rico",2155
"Guernsey County, Ohio",693
"Guilford County, North Carolina",1193
"Gulf County, Florida",1922
"Gunnison County, Colorado",993
"Gurabo County, Puerto Rico",2150
"Guthrie County, Iowa",1060
"Gwinnett County, Georgia",1174
"Habersham County, Georgia",1584
"Hale County, Alabama",2281
"Hale County, Texas",2021
"Halifax County, North Carolina",560
"Halifax County, Virginia",735
"Hall County, Georgia",1269
"Hall County, Nebraska",538
"Hall County, Texas",2991
"Hamblen County, Tennessee",510
"Hamilton County, Florida",2101
"Hamilton County, Iowa",2283
"Hamilton County, Illinois",2651
"Hamilton County, Indiana",1228
"Hamilton County, Kansas",3022
"Hamilton County, Nebraska",1086
"Hamilton County, New York",1136
"Hamilton County, Ohio",49
"Hamilton County, Tennessee",1209
"Hamilton County, Texas",2391
"Hamlin County, South Dakota",2923
"Hampden County, Massachusetts",103
"Hampshire County, Massachusetts",265
"Hampshire County, West Virginia",1990
"Hampton City County, Virginia",293
"Hampton County, South Carolina",2238
"Hancock County, Georgia",1969
"Hancock County, Iowa",2645
"Hancock County, Illinois",2722
"Hancock County, Indiana",1441
"Hancock County, Kentucky",2603
"Hancock County, Maine",562
"Hancock County, Mississippi",1577
"Hancock County, Ohio",457
"Hancock County, West Virginia",1988
"Hand County, South Dakota",2985
"Hanover County, Virginia",372
"Hansford County, Texas",2930
"Haralson County, Georgia",1740
"Hardee County, Florida",2041
"Hardeman County, Tennessee",2192
"Hardeman County, Texas",2965
"Hardin County, Iowa",2636
"Hardin County, Illinois",2443
"Hardin County, Kentucky",356
"Hardin County, Ohio",780
"Hardin County, Tennessee",1780
"Hardin County, Texas",1504
"Harding County, New Mexico",3082
"Hardy County, West Virginia",2107
"Harford County, Maryland",178
"Harlan County, Kentucky",2031
"Harlan County, Nebraska",2631
"Harmon County, Oklahoma",1149
"Harnett County, North Carolina",338
"Harney County, Oregon",1105
"Harper County, Kansas",2919
"Harper County, Oklahoma",1146
"Harris County, Georgia",1714
"Harris County, Texas",1157
"Harrison County, Iowa",1000
"Harrison County, Indiana",1619
"Harrison County, Kentucky",1877
"Harrison County, Missouri",2881
"Harrison County, Mississippi",1264
"Harrison County, Ohio",982
"Harrison County, Texas",1459
"Harrison County, West Virginia",476
"Harrisonburg City County, Virginia",605
"Hart County, Georgia",1797
"Hart County, Kentucky",1887
"Hartford County, Connecticut",41
"Hartley County, Texas",2917
"Harvey County, Kansas",1678
"Haskell County, Kansas",2961
"Haskell County, Oklahoma",1036
"Haskell County, Texas",2554
"Hatillo County, Puerto Rico",2560
"Hawaii County, Hawaii",224
"Hawkins County, Tennessee",1492
"Hayes County, Nebraska",2827
"Hays County, Texas",1285
"Haywood County, North Carolina",535
"Haywood County, Tennessee",2252
"Heard County, Georgia",2331
"Hemphill County, Texas",2975
"Hempstead County, Arkansas",882
"Henderson County, Illinois",2768
"Henderson County, Kentucky",1555
"Henderson County, North Carolina",354
"Henderson County, Tennessee",1759
"Henderson County, Texas",1409
"Hendricks County, Indiana",1298
"Hendry County, Florida",1622
"Hennepin County, Minnesota",25
"Henrico County, Virginia",148
"Henry County, Alabama",960
"Henry County, Georgia",1252
"Henry County, Iowa",2635
"Henry County, Illinois",1981
"Henry County, Indiana",1534
"Henry County, Kentucky",1926
"Henry County, Missouri",1831
"Henry County, Ohio",812
"Henry County, Tennessee",1710
"Henry County, Virginia",563
"Herkimer County, New York",500
"Hernando County, Florida",1274
"Hertford County, North Carolina",851
"Hettinger County, North Dakota",3028
"Hickman County, Kentucky",2627
"Hickman County, Tennessee",850
"Hickory County, Missouri",2004
"Hidalgo County, New Mexico",2945
"Hidalgo County, Texas",1176
"Highland County, Ohio",653
"Highland County, Virginia",2451
"Highlands County, Florida",1366
"Hill County, Montana",2277
"Hill County, Texas",1670
"Hillsborough County, Florida",1163
"Hillsborough County, New Hampshire",1202
"Hillsdale County, Michigan",1552
"Hinds County, Mississippi",1242
"Hinsdale County, Colorado",2453
"Hitchcock County, Nebraska",1150
"Hocking County, Ohio",796
"Hockley County, Texas",2218
"Hodgeman County, Kansas",3050
"Hoke County, North Carolina",618
"Holmes County, Florida",2243
"Holmes County, Mississippi",2842
"Holmes County, Ohio",667
"Holt County, Missouri",2944
"Holt County, Nebraska",2589
"Honolulu County, Hawaii",31
"Hood River County, Oregon",887
"Hood County, Texas",1524
"Hooker County, Nebraska",2831
"Hopewell City County, Virginia",883
"Hopkins County, Kentucky",619
"Hopkins County, Texas",1668
"Horry County, South Carolina",166
"Hot Spring County, Arkansas",769
"Hot Springs County, Wyoming",2949
"Houghton County, Michigan",1647
"Houston County, Alabama",367
"Houston County, Georgia",1304
"Houston County, Minnesota",2251
"Houston County, Tennessee",2395
"Houston County, Texas",2212
"Howard County, Arkansas",1023
"Howard County, Iowa",1079
"Howard County, Indiana",1398
"Howard County, Maryland",157
"Howard County, Missouri",2873
"Howard County, Nebraska",2616
"Howard County, Texas",1672
"Howell County, Missouri",1610
"Hubbard County, Minnesota",1861
"Hudson County, New Jersey",67
"Hudspeth County, Texas",2983
"Huerfano County, Colorado",2144
"Hughes County, Oklahoma",1015
"Hughes County, South Dakota",3090
"Humacao County, Puerto Rico",2006
"Humboldt County, California",299
"Humboldt County, Iowa",2536
"Humboldt County, Nevada",972
"Humphreys County, Mississippi",2679
"Humphreys County, Tennessee",1881
"Hunt County, Texas",418
"Hunterdon County, New Jersey",311
"Huntingdon County, Pennsylvania",631
"Huntington County, Indiana",1641
"Huron County, Michigan",1695
"Huron County, Ohio",531
"Hutchinson County, Texas",2226
"Hyde County, North Carolina",2783
"Iberia County, Louisiana",1430
"Iberville County, Louisiana",2478
"Ida County, Iowa",2653
"Idaho County, Idaho",1917
"Imperial County, California",236
"Independence County, Arkansas",732
"Indian River County, Florida",1309
"Indiana County, Pennsylvania",407
"Ingham County, Michigan",1223
"Inyo County, California",938
"Ionia County, Michigan",1467
"Iosco County, Michigan",1786
"Iowa County, Iowa",973
"Iowa County, Wisconsin",865
"Iredell County, North Carolina",261
"Irion County, Texas",3062
"Iron County, Michigan",2332
"Iron County, Missouri",2348
"Iron County, Utah",1556
"Iron County, Wisconsin",1129
"Iroquois County, Illinois",1731
"Irwin County, Georgia",2363
"Isabela County, Puerto Rico",2154
"Isabella County, Michigan",1438
"Isanti County, Minnesota",713
"Island County, Washington",437
"Isle of Wight County, Virginia",1667
"Itasca County, Minnesota",638
"Itawamba County, Mississippi",2214
"Izard County, Arkansas",1943
"Jack County, Texas",2680
"Jackson County, Alabama",567
"Jackson County, Arkansas",2260
"Jackson County, Florida",1530
"Jackson County, Georgia",1478
"Jackson County, Iowa",2464
"Jackson County, Illinois",1479
"Jackson County, Indiana",1590
"Jackson County, Kansas",2314
"Jackson County, Kentucky",2312
"Jackson County, Louisiana",2699
"Jackson County, Michigan",1282
"Jackson County, Minnesota",2591
"Jackson County, Missouri",1181
"Jackson County, Mississippi",1305
"Jackson County, North Carolina",691
"Jackson County, Ohio",761
"Jackson County, Oklahoma",829
"Jackson County, Oregon",205
"Jackson County, Tennessee",2336
"Jackson County, Texas",2298
"Jackson County, Wisconsin",919
"Jackson County, West Virginia",2032
"James City County, Virginia",485
"Jasper County, Georgia",1942
"Jasper County, Iowa",729
"Jasper County, Illinois",2746
"Jasper County, Indiana",759
"Jasper County, Missouri",1334
"Jasper County, Mississippi",2266
"Jasper County, South Carolina",849
"Jasper County, Texas",1658
"Jay County, Indiana",2236
"Jeff Davis County, Georgia",2287
"Jeff Davis County, Texas",3035
"Jefferson Davis County, Louisiana",1718
"Jefferson Davis County, Mississippi",2673
"Jefferson County, Alabama",66
"Jefferson County, Arkansas",445
"Jefferson County, Colorado",86
"Jefferson County, Florida",2102
"Jefferson County, Georgia",2569
"Jefferson County, Iowa",966
"Jefferson County, Idaho",1777
"Jefferson County, Illinois",1624
"Jefferson County, Indiana",1708
"Jefferson County, Kansas",1874
"Jefferson County, Kentucky",57
"Jefferson County, Louisiana",1197
"Jefferson County, Missouri",194
"Jefferson County, Mississippi",2894
"Jefferson County, Montana",2000
"Jefferson County, Nebraska",2611
"Jefferson County, New York",334
"Jefferson County, Ohio",1442
"Jefferson County, Oklahoma",2615
"Jefferson County, Oregon",895
"Jefferson County, Pennsylvania",636
"Jefferson County, Tennessee",582
"Jefferson County, Texas",1238
"Jefferson County, Washington",793
"Jefferson County, Wisconsin",423
"Jefferson County, West Virginia",566
"Jenkins County, Georgia",2759
"Jennings County, Indiana",1744
"Jerome County, Idaho",1828
"Jersey County, Illinois",1825
"Jessamine County, Kentucky",607
"Jewell County, Kansas",3005
"Jim Hogg County, Texas",2935
"Jim Wells County, Texas",2014
"Jo Daviess County, Illinois",1826
"Johnson County, Arkansas",1791
"Johnson County, Georgia",2745
"Johnson County, Iowa",308
"Johnson County, Illinois",2116
"Johnson County, Indiana",1306
"Johnson County, Kansas",1187
"Johnson County, Kentucky",2057
"Johnson County, Missouri",1516
"Johnson County, Nebraska",2690
"Johnson County, Tennessee",1885
"Johnson County, Texas",276
"Johnson County, Wyoming",2388
"Johnston County, North Carolina",241
"Johnston County, Oklahoma",1059
"Jones County, Georgia",1743
"Jones County, Iowa",2240
"Jones County, Mississippi",1450
"Jones County, North Carolina",1074
"Jones County, Texas",2497
"Josephine County, Oregon",428
"Juab County, Utah",2870
"Judith Basin County, Montana",3044
"Juncos County, Puerto Rico",2455
"Juneau County, Alaska",1720
"Juneau County, Wisconsin",827
"Juniata County, Pennsylvania",852
"Kalamazoo County, Michigan",1239
"Kalkaska County, Michigan",1901
"Kanabec County, Minnesota",974
"Kanawha County, West Virginia",221
"Kandiyohi County, Minnesota",669
"Kane County, Illinois",1190
"Kane County, Utah",2142
"Kankakee County, Illinois",1339
"Karnes County, Texas",2848
"Kauai County, Hawaii",483
"Kaufman County, Texas",360
"Kay County, Oklahoma",624
"Kearney County, Nebraska",2614
"Kearny County, Kansas",2970
"Keith County, Nebraska",2397
"Kemper County, Mississippi",2867
"Kenai Peninsula County, Alaska",1501
"Kendall County, Illinois",1337
"Kendall County, Texas",1689
"Kenedy County, Texas",3085
"Kennebec County, Maine",323
"Kenosha County, Wisconsin",246
"Kent County, Delaware",252
"Kent County, Maryland",922
"Kent County, Michigan",1184
"Kent County, Rhode Island",247
"Kent County, Texas",3078
"Kenton County, Kentucky",260
"Keokuk County, Iowa",2351
"Kern County, California",44
"Kerr County, Texas",1532
"Kershaw County, South Carolina",518
"Ketchikan Gateway County, Alaska",2313
"Kewaunee County, Wisconsin",917
"Keweenaw County, Michigan",2812
"Keya Paha County, Nebraska",2828
"Kimball County, Nebraska",2630
"Kimble County, Texas",2952
"King George County, Virginia",866
"King William County, Virginia",978
"King and Queen County, Virginia",2769
"King County, Washington",11
"Kingfisher County, Oklahoma",998
"Kingman County, Kansas",2406
"Kings County, California",274
"Kings County, New York",5
"Kingsbury County, South Dakota",2939
"Kinney County, Texas",2981
"Kiowa County, Colorado",2824
"Kiowa County, Kansas",3025
"Kiowa County, Oklahoma",1081
"Kit Carson County, Colorado",2544
"Kitsap County, Washington",176
"Kittitas County, Washington",687
"Kittson County, Minnesota",2954
"Klamath County, Oregon",489
"Kleberg County, Texas",2026
"Klickitat County, Washington",1862
"Knott County, Kentucky",2724
"Knox County, Illinois",1513
"Knox County, Indiana",705
"Knox County, Kentucky",2027
"Knox County, Maine",696
"Knox County, Missouri",2966
"Knox County, Nebraska",2600
"Knox County, Ohio",522
"Knox County, Tennessee",111
"Kodiak Island County, Alaska",2524
"Koochiching County, Minnesota",2525
"Kootenai County, Idaho",1307
"Kosciusko County, Indiana",1411
"Kossuth County, Iowa",2638
"La Crosse County, Wisconsin",339
"La Paz County, Arizona",918
"La Plata County, Colorado",583
"La Porte County, Indiana",1342
"La Salle County, Illinois",1338
"La Salle County, Louisiana",2701
"La Salle County, Texas",2904
"Labette County, Kansas",1843
"Lac Qui Parle County, Minnesota",1110
"Lackawanna County, Pennsylvania",197
"Laclede County, Missouri",1663
"Lafayette County, Arkansas",1101
"Lafayette County, Florida",2465
"Lafayette County, Louisiana",1247
"Lafayette County, Missouri",1690
"Lafayette County, Mississippi",1548
"Lafayette County, Wisconsin",1905
"Lafourche County, Louisiana",1370
"Lagrange County, Indiana",1640
"Lake of the Woods County, Minnesota",2794
"Lake County, California",499
"Lake County, Colorado",2466
"Lake County, Florida",1218
"Lake County, Illinois",1177
"Lake County, Indiana",95
"Lake County, Michigan",1958
"Lake County, Minnesota",1061
"Lake County, Montana",1741
"Lake County, Ohio",187
"Lake County, Oregon",2404
"Lake County, South Dakota",2343
"Lake County, Tennessee",2407
"Lamar County, Alabama",2729
"Lamar County, Georgia",1884
"Lamar County, Mississippi",1498
"Lamar County, Texas",1529
"Lamb County, Texas",2299
"Lamoille County, Vermont",858
"Lamoure County, North Dakota",2964
"Lampasas County, Texas",1870
"Lancaster County, Nebraska",159
"Lancaster County, Pennsylvania",88
"Lancaster County, South Carolina",449
"Lancaster County, Virginia",1050
"Lander County, Nevada",1130
"Lane County, Kansas",3056
"Lane County, Oregon",133
"Langlade County, Wisconsin",1994
"Lanier County, Georgia",2129
"Lapeer County, Michigan",1387
"Laramie County, Wyoming",1379
"Larimer County, Colorado",151
"Larue County, Kentucky",2105
"Las Animas County, Colorado",989
"Las Piedras County, Puerto Rico",2459
"Lassen County, California",745
"Latah County, Idaho",1638
"Latimer County, Oklahoma",1054
"Lauderdale County, Alabama",397
"Lauderdale County, Mississippi",1406
"Lauderdale County, Tennessee",2482
"Laurel County, Kentucky",1980
"Laurens County, Georgia",1539
"Laurens County, South Carolina",486
"Lavaca County, Texas",2249
"Lawrence County, Alabama",752
"Lawrence County, Arkansas",958
"Lawrence County, Illinois",2271
"Lawrence County, Indiana",1557
"Lawrence County, Kentucky",2726
"Lawrence County, Missouri",1627
"Lawrence County, Mississippi",2703
"Lawrence County, Ohio",511
"Lawrence County, Pennsylvania",401
"Lawrence County, South Dakota",1814
"Lawrence County, Tennessee",1598
"Le Sueur County, Minnesota",817
"LeFlore County, Oklahoma",590
"Lea County, New Mexico",2165
"Leake County, Mississippi",2055
"Leavenworth County, Kansas",1417
"Lebanon County, Pennsylvania",303
"Lee County, Alabama",289
"Lee County, Arkansas",2590
"Lee County, Florida",1183
"Lee County, Georgia",1750
"Lee County, Iowa",739
"Lee County, Illinois",1654
"Lee County, Kentucky",2762
"Lee County, Mississippi",1395
"Lee County, North Carolina",541
"Lee County, South Carolina",2721
"Lee County, Texas",2505
"Lee County, Virginia",839
"Leelanau County, Michigan",1839
"Leflore County, Mississippi",2180
"Lehigh County, Pennsylvania",136
"Lemhi County, Idaho",1974
"Lenawee County, Michigan",1364
"Lenoir County, North Carolina",533
"Leon County, Florida",1226
"Leon County, Texas",2088
"Leslie County, Kentucky",2736
"Letcher County, Kentucky",2716
"Levy County, Florida",1606
"Lewis and Clark County, Montana",1471
"Lewis County, Idaho",2713
"Lewis County, Kentucky",2523
"Lewis County, Missouri",3095
"Lewis County, New York",823
"Lewis County, Tennessee",3094
"Lewis County, Washington",453
"Lewis County, West Virginia",1915
"Lexington City County, Virginia",1112
"Lexington County, South Carolina",169
"Liberty County, Florida",2758
"Liberty County, Georgia",1470
"Liberty County, Montana",3036
"Liberty County, Texas",1420
"Licking County, Ohio",245
"Limestone County, Alabama",1397
"Limestone County, Texas",1822
"Lincoln County, Arkansas",1012
"Lincoln County, Colorado",2621
"Lincoln County, Georgia",2140
"Lincoln County, Idaho",2937
"Lincoln County, Kansas",2998
"Lincoln County, Kentucky",1805
"Lincoln County, Louisiana",2169
"Lincoln County, Maine",750
"Lincoln County, Minnesota",2657
"Lincoln County, Missouri",571
"Lincoln County, Mississippi",2694
"Lincoln County, Montana",1869
"Lincoln County, North Carolina",440
"Lincoln County, Nebraska",734
"Lincoln County, New Mexico",1859
"Lincoln County, Nevada",1134
"Lincoln County, Oklahoma",753
"Lincoln County, Oregon",628
"Lincoln County, South Dakota",1570
"Lincoln County, Tennessee",1691
"Lincoln County, Washington",2533
"Lincoln County, Wisconsin",803
"Lincoln County, West Virginia",2227
"Lincoln County, Wyoming",1889
"Linn County, Iowa",1249
"Linn County, Kansas",2133
"Linn County, Missouri",2321
"Linn County, Oregon",332
"Lipscomb County, Texas",2997
"Litchfield County, Connecticut",222
"Little River County, Arkansas",1032
"Live Oak County, Texas",2337
"Livingston County, Illinois",1984
"Livingston County, Kentucky",2365
"Livingston County, Louisiana",1324
"Livingston County, Michigan",1266
"Livingston County, Missouri",2098
"Livingston County, New York",495
"Llano County, Texas",1871
"Logan County, Arkansas",1829
"Logan County, Colorado",878
"Logan County, Illinois",1727
"Logan County, Kansas",3018
"Logan County, Kentucky",1769
"Logan County, North Dakota",3048
"Logan County, Nebraska",2830
"Logan County, Ohio",632
"Logan County, Oklahoma",675
"Logan County, West Virginia",2020
"Long County, Georgia",1936
"Lonoke County, Arkansas",480
"Lorain County, Ohio",150
"Los Alamos County, New Mexico",2261
"Los Angeles County, California",1
"Loudon County, Tennessee",608
"Loudoun County, Virginia",146
"Louisa County, Iowa",1051
"Louisa County, Virginia",762
"Love County, Oklahoma",1082
"Lowndes County, Alabama",2737
"Lowndes County, Georgia",1350
"Lowndes County, Mississippi",1481
"Lubbock County, Texas",1224
"Lucas County, Iowa",2755
"Lucas County, Ohio",107
"Luce County, Michigan",2550
"Lumpkin County, Georgia",1730
"Luna County, New Mexico",1799
"Lunenburg County, Virginia",1034
"Luquillo County, Puerto Rico",2457
"Luzerne County, Pennsylvania",141
"Lycoming County, Pennsylvania",335
"Lynchburg City County, Virginia",452
"Lynn County, Texas",2922
"Lyon County, Iowa",2644
"Lyon County, Kansas",1685
"Lyon County, Kentucky",1973
"Lyon County, Minnesota",2485
"Lyon County, Nevada",578
"Mackinac County, Michigan",1959
"Macomb County, Michigan",1173
"Macon County, Alabama",2231
"Macon County, Georgia",2292
"Macon County, Illinois",1345
"Macon County, Missouri",2096
"Macon County, North Carolina",755
"Macon County, Tennessee",890
"Macoupin County, Illinois",1542
"Madera County, California",277
"Madison County, Alabama",138
"Madison County, Arkansas",986
"Madison County, Florida",2074
"Madison County, Georgia",1754
"Madison County, Iowa",987
"Madison County, Idaho",1637
"Madison County, Illinois",1230
"Madison County, Indiana",1317
"Madison County, Kentucky",426
"Madison County, Louisiana",2704
"Madison County, Missouri",1952
"Madison County, Mississippi",1373
"Madison County, Montana",1975
"Madison County, North Carolina",913
"Madison County, Nebraska",746
"Madison County, New York",463
"Madison County, Ohio",658
"Madison County, Tennessee",381
"Madison County, Texas",2307
"Madison County, Virginia",1028
"Magoffin County, Kentucky",2857
"Mahaska County, Iowa",885
"Mahnomen County, Minnesota",2932
"Mahoning County, Ohio",181
"Major County, Oklahoma",1102
"Malheur County, Oregon",785
"Manassas City County, Virginia",712
"Manassas Park City County, Virginia",1006
"Manatee County, Florida",1211
"Manistee County, Michigan",1806
"Manitowoc County, Wisconsin",431
"Marathon County, Wisconsin",302
"Marengo County, Alabama",901
"Maricopa County, Arizona",2
"Maries County, Missouri",2374
"Marin County, California",174
"Marinette County, Wisconsin",676
"Marion County, Alabama",789
"Marion County, Arkansas",1909
"Marion County, Florida",1210
"Marion County, Georgia",2756
"Marion County, Iowa",760
"Marion County, Illinois",2476
"Marion County, Indiana",1171
"Marion County, Kansas",2323
"Marion County, Kentucky",929
"Marion County, Missouri",1739
"Marion County, Mississippi",2195
"Marion County, Ohio",487
"Marion County, Oregon",145
"Marion County, South Carolina",1696
"Marion County, Tennessee",1752
"Marion County, Texas",2350
"Marion County, West Virginia",1494
"Mariposa County, California",945
"Marlboro County, South Carolina",2188
"Marquette County, Michigan",1453
"Marquette County, Wisconsin",992
"Marshall County, Alabama",396
"Marshall County, Iowa",1608
"Marshall County, Illinois",2324
"Marshall County, Indiana",1551
"Marshall County, Kansas",2874
"Marshall County, Kentucky",1719
"Marshall County, Minnesota",2593
"Marshall County, Mississippi",2174
"Marshall County, Oklahoma",983
"Marshall County, Tennessee",1725
"Marshall County, West Virginia",766
"Martin County, Florida",1297
"Martin County, Indiana",2352
"Martin County, Kentucky",2731
"Martin County, Minnesota",911
"Martin County, North Carolina",2051
"Martin County, Texas",2950
"Martinsville City County, Virginia",1020
"Mason County, Illinois",2639
"Mason County, Kentucky",2083
"Mason County, Michigan",1742
"Mason County, Texas",2969
"Mason County, Washington",523
"Mason County, West Virginia",1763
"Massac County, Illinois",2514
"Matagorda County, Texas",1645
"Matanuska Susitna County, Alaska",1386
"Mathews County, Virginia",1089
"Maui County, Hawaii",269
"Maury County, Tennessee",1404
"Maverick County, Texas",2167
"Mayaguez County, Puerto Rico",2156
"Mayes County, Oklahoma",683
"McClain County, Oklahoma",748
"McCone County, Montana",3058
"McCook County, South Dakota",2929
"McCormick County, South Carolina",1072
"McCracken County, Kentucky",1460
"McCreary County, Kentucky",2500
"McCulloch County, Texas",2399
"McCurtain County, Oklahoma",763
"McDonald County, Missouri",2215
"McDonough County, Illinois",2179
"McDowell County, North Carolina",640
"McDowell County, West Virginia",2719
"McDuffie County, Georgia",1838
"McHenry County, Illinois",1215
"McHenry County, North Dakota",2710
"McIntosh County, Georgia",2104
"McIntosh County, North Dakota",3016
"McIntosh County, Oklahoma",920
"McKean County, Pennsylvania",656
"McKenzie County, North Dakota",2145
"McKinley County, New Mexico",2164
"McLean County, Illinois",1277
"McLean County, Kentucky",2748
"McLean County, North Dakota",2681
"McLennan County, Texas",1243
"McLeod County, Minnesota",731
"McMinn County, Tennessee",1520
"McMullen County, Texas",3081
"McNairy County, Tennessee",1779
"McPherson County, Kansas",2033
"McPherson County, Nebraska",2836
"McPherson County, South Dakota",3030
"Meade County, Kansas",2953
"Meade County, Kentucky",806
"Meade County, South Dakota",1794
"Meagher County, Montana",3052
"Mecklenburg County, North Carolina",36
